title,originallink,link,description,pubDate
&quot;양곡법이 식량위기 심화 가능성...농안법은 농산물 가격불안정법&quot;,https://www.hankyung.com/article/202405135656i,https://n.news.naver.com/mnews/article/015/0004985792?sid=102,"장 위원장은 과거 재정경제부(현 기획재<b>정부</b>)시절, 농어촌 예산을 짜면서 농업과 연을 맺었다. 이후 40년 이상 농업 한 분야에 관심의 끈을 이어온 농업정책 전문가다. 이명박<b>정부</b> 시절(2008~2010년) 농림수산식품부... ","Fri, 17 May 2024 12:33:00 +0900"
"한전KDN, 품질경영공청회 개최… 품질경영 성과 전사 공유",http://www.energydaily.co.kr/news/articleView.html?idxno=146448,http://www.energydaily.co.kr/news/articleView.html?idxno=146448,"특히 국내 유일 에너지ICT 공기업의 업(業)의 특성을 반영한 '한전KDN形 ESG 경영'과 디지털<b>정부</b> 혁신에 부응한 품질혁신경영을 위해 품질경영활동 종합평가, 고객만족도 향상, 찾아가는 품질교육 등 꾸준한 PDCA(Plan... ","Fri, 17 May 2024 12:32:00 +0900"
"보훈부, '제44주년 5·18민주화운동 기념식'…18일 거행",http://www.sisafocus.co.kr/news/articleView.html?idxno=317784,http://www.sisafocus.co.kr/news/articleView.html?idxno=317784,"'오월, 희망이 꽃피다'라는 주제로 열리는 기념식은 5·18민주유공자 및 유족, <b>정부</b> 주요 인사, 학생 등 2500여 명이 참석한 가운데 국민의례, 여는 공연, 경과보고, 기념공연1, 기념사, 기념공연2, '임을 위한 행진곡' 제창... ","Fri, 17 May 2024 12:32:00 +0900"
"광명시, 생애주기별 맞춤형 복지서비스 전자책 개정 발간",http://www.shinailbo.co.kr/news/articleView.html?idxno=1874978,http://www.shinailbo.co.kr/news/articleView.html?idxno=1874978,그동안 <b>정부</b>와 지자체에서 다양한 복지서비스를 제공하고 있지만 그 종류가 많고 신청 방법 등이 제각기 달라 시민이 알고 이용하는 데 어려움이 컸다. 이에 시는 시민의 정보접근성을 높이고자 2019년부터 매년 시... ,"Fri, 17 May 2024 12:32:00 +0900"
[생생경제] 30년 숙원 '노동법원' 尹이 설치할까? &quot;노동계와 사전 논의 없었지...,https://radio.ytn.co.kr/program/?f=2&id=95789&s_mcd=0206&s_hcd=15,https://radio.ytn.co.kr/program/?f=2&id=95789&s_mcd=0206&s_hcd=15,그런데 노동법원을 설치한다 할 때 같은 경우에는 적어도 심판 기능은 지금처럼 행<b>정부</b> 산하의 노동위원회가... ◇ 김유선 : 그동안 몇 차례 얘기는 있었는데 대체 <b>정부</b> 교체 시기와 맞물려서 흐지부지되고 해왔던 걸로... ,"Fri, 17 May 2024 12:32:00 +0900"
"경기도, 민선8기'시즌2' 맞아 수석 보좌진 등 신규 임명",http://www.econonews.co.kr/news/articleView.html?idxno=338644,http://www.econonews.co.kr/news/articleView.html?idxno=338644,"경기도에 따르면 신봉훈 신임 정책수석은 국회-<b>정부</b>-지자체 등에서 폭넓은 경험을 쌓은 정책전문가다. 국회 보좌관, 참여<b>정부</b> 대통령비서실 행정관, 인천광역시 소통협력관 등을 역임했다. 민선8기 시즌2의 정책확장과... ","Fri, 17 May 2024 12:32:00 +0900"
더타임스 “가자지구 주민 1/3만 하마스 통치 지지”,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7965786&ref=A,https://n.news.naver.com/mnews/article/056/0011723056?sid=104,"이 관계자는 다만 하마스의 지지율이 떨어지기는 했지만 팔레스타인 자치<b>정부</b> 등 다른 정치세력에 대한... 하마스는 2006년 선거에서 팔레스타인 자치<b>정부</b>의 집권당 격인 파타를 누르고 승리했고, 이후 가자지구에서... ","Fri, 17 May 2024 12:30:00 +0900"
"구리·코발트 쟁탈전에…&quot;美, 이스라엘 부패재벌 제재 완화&quot;",https://www.yna.co.kr/view/AKR20240517073000009?input=1195m,https://n.news.naver.com/mnews/article/001/0014692534?sid=104,전기차 등 G2 경쟁 불붙자 '달러망 우회접근' 제의 부정축재 면죄부?…美<b>정부</b> 내에도 '부당하다' 논란 미국 <b>정부</b>가 콩고민주공화국(민주콩고)에서 전기차에 쓰이는 핵심 광물을 얻으려고 이스라엘의 억만장자 광산 사업가... ,"Fri, 17 May 2024 12:30:00 +0900"
尹 “국가유산 널리 알려 ‘글로벌 문화 중추국가’ 될 것”,http://www.edaily.co.kr/news/newspath.asp?newsid=02177926638889904,https://n.news.naver.com/mnews/article/018/0005741791?sid=100,윤석열 대통령은 17일 오전 <b>정부</b>대전청사에서 열린 국가유산청 출범식에 참석해 “그동안 문화재 관리는... 윤석열 대통령이 17일 대전 서구 <b>정부</b>대전청사에서 열린 국가유산청 출범식에서 출범 퍼포먼스를 하고 있다.... ,"Fri, 17 May 2024 12:30:00 +0900"
"의료계 대리인 이병철 변호사, “대법원 판단 받겠다”",https://www.chosun.com/national/court_law/2024/05/17/GLM4UOSXM5AJNJCR3FFVMMVYDI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003834761?sid=102,앞서 서울고법 행정7부(재판장 구회근)는 전날(16일) 의대생·전공의·교수 등이 “<b>정부</b>의 의대 증원을 막아달라”며 법원에 낸 집행정지 사건 항고심(2심)에서 의료계 신청을 기각·각하했다. 이 변호사는 이날 “오늘 오전... ,"Fri, 17 May 2024 12:30:00 +0900"
"셀트리온 램시마SC, 브라질서 시장 확장 탄력",http://www.seoulwire.com/news/articleView.html?idxno=609611,http://www.seoulwire.com/news/articleView.html?idxno=609611,셀트리온은 최근 브라질 보건부 산하 기술위원회(CONITEC)에서 연방<b>정부</b> 공공의료 시스템에 인플릭시맙... 이번 결정은 브라질 <b>정부</b>에서 보건 의료의 질 향상 및 환자의 치료 접근성 강화를 위해 인플릭시맙 SC제형... ,"Fri, 17 May 2024 12:30:00 +0900"
의협·의대 교수들 “의대 증원은 공공복리 위협...법원 결정은 끝이 아닌 시...,https://www.chosun.com/national/welfare-medical/2024/05/17/5OUQLFLZCFGWHLS2DEVK6DN6MU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003834760?sid=102,대해 “<b>정부</b>의 의대정원 증원은 공공복리를 위한 것이 아니라 향후 공공복리를 심각하게 위협하는 상황을... 부합한다는 <b>정부</b>의 주장을 판결에 인용했다”며 “그러나 이 결정은 오히려 필수의료에 종사하게 될 학생과... ,"Fri, 17 May 2024 12:30:00 +0900"
"한전KDN, 품질경영공청회 개최…품질경영 성과 공유",https://www.etoday.co.kr/news/view/2360864,https://www.etoday.co.kr/news/view/2360864,"특히, 국내 유일 에너지 정보통신기술(ICT) 공기업의 특성을 반영한 '한전KDN 형(形) 환경·사회·지배구조(ESG) 경영'과 디지털<b>정부</b> 혁신에 부응한 품질혁신경영을 위해 품질경영활동 종합평가, 고객만족도 향상... ","Fri, 17 May 2024 12:30:00 +0900"
대법 &quot;회원정보 유출 피해는 당사자 입증해야 배상&quot;,http://news.tf.co.kr/read/life/2099181.htm,https://n.news.naver.com/mnews/article/629/0000288729?sid=102,"건네줬다가 <b>정부</b>합동수사단의 수사에 적발됐다. 이에 일부 회원들은 홈플러스를 상대로 1인당 50만~70만원의 손배해상 청구 소송을 제기했다. 1,2심은 모두 원고 일부 승소로 판결했다. 재판부는 자신들의 개인정보가... ","Fri, 17 May 2024 12:29:00 +0900"
김병환 기재차관 &quot;김 매점매석 엄정대응…비축 수산물 공급 확대&quot;,https://www.asiatoday.co.kr/view.php?key=20240517010008455,https://www.asiatoday.co.kr/view.php?key=20240517010008455,일자리 전담반 TF 및 물가관계차관회의 기업수요 맞춤형 직업훈련 강화 <b>정부</b>가 최근 가격 상승세인 김과 관련한 매점매석 등을 점검해 유통 교란 행위가 발견되면 엄정 대응한다는 방침이다. 또 <b>정부</b>는 오는 18일부터... ,"Fri, 17 May 2024 12:28:00 +0900"
"동문장애인복지관, 시각장애인 대상 정보통신보조기기 시연회 진행",http://withinnews.co.kr/news/view.html?section=1&category=155&item=&no=33363,http://withinnews.co.kr/news/view.html?section=1&category=155&item=&no=33363,해당 사업에 신청하고 선정될 경우 보조기기 제품가격의 80%를 <b>정부</b>가 지원해주고 개인은 20%만 부담하면 된다.복지관 사업 담당자는 “복지관에서 정보통신보조기기 보급사업 신청대행도 진행하니 이용해달라”고... ,"Fri, 17 May 2024 12:28:00 +0900"
"[KYD 긴급진단] &quot;美, 대중 견제 더 세진다…우리 자동차·배터리엔 기회&quot;",https://www.newspim.com/news/view/20240517000576,https://www.newspim.com/news/view/20240517000576,"송준호 한국전자기술원 수석연구원도 &quot;그전까지 중국 채찍 10대, 우리 당근 10개였다면 트럼프 <b>정부</b>로... 김 교수는 우선 <b>정부</b>에 따라 &quot;배터리나 전기차 같은 시스템에 대한 교육이 체계적으로 되어 있지 않다&quot;라며... ","Fri, 17 May 2024 12:31:00 +0900"
의협 &quot;현 의료법 체계 벗어나는 법안&quot; 간호법 재추진 반발,http://www.newsmp.com/news/articleView.html?idxno=240918,http://www.newsmp.com/news/articleView.html?idxno=240918,한다&quot;며 &quot;<b>정부</b>와 국회는 지금이라도 소모적 논쟁을 중단하고 특정직역만이 아닌 모든 보건의료직역의 처우... 게 <b>정부</b>가 생각하는 수준&quot;이라고 비판했다. 또 &quot;최근 총선을 통해 국민의 엄중한 경고를 받았음에도 불구하고... ,"Fri, 17 May 2024 12:28:00 +0900"
<b>정부</b> &quot;근무 전공의 일주일 새 20여명 늘어…속히 복귀해 달라&quot;(종합),https://www.news1.kr/articles/5418565,https://n.news.naver.com/mnews/article/421/0007545388?sid=105,이에 <b>정부</b>는 오는 20일까지 복귀하지 않으면 전문의 자격 취득이 1년 늦춰질 수 있다며 신속한 복귀를 촉구하고 나섰다. 전병왕 보건복지부 보건의료정책실장은 17일 오전 <b>정부</b>세종청사에서 열린 '의사 집단행동... ,"Fri, 17 May 2024 12:28:00 +0900"
의료계 &quot;항고심 기각으로 미래에 대한 희망 잃었다&quot;,https://www.dailypharm.com/Users/News/NewsView.html?ID=311711&REFERER=NP,https://www.dailypharm.com/Users/News/NewsView.html?ID=311711&REFERER=NP,의대정원 증원 집행정지 항고심에서 <b>정부</b>가 승소하자 의사단체가 의대증원 수요 조사 당시 모든 소통 내용과... 부합한다는 <b>정부</b>의 주장을 판결에 인용했다. 그러나 이 결정은 오히려 필수의료에 종사하게 될 학생과... ,"Fri, 17 May 2024 12:28:00 +0900"
"보령시의회 박상모 의장, '특정건축물 정리에 관한 특별조치법 시행'촉구",https://www.newsfreezone.co.kr/news/articleView.html?idxno=569283,https://www.newsfreezone.co.kr/news/articleView.html?idxno=569283,것을 <b>정부</b>와 국회 등에 건의키로 했다고 밝혔다. 박상모 의장은 &quot;건축법을 알지 못하는 농어촌 서민들은 노후 주택 누수 문제 해결을 위해 옥상 지붕 등을 설치하고 있으나 이러한 행위가 불법 증‧개축에 해당해 이행... ,"Fri, 17 May 2024 12:28:00 +0900"
"<b>정부</b> &quot;전공의들, 20일까지 복귀하라&quot;",http://www.newsmp.com/news/articleView.html?idxno=240919,http://www.newsmp.com/news/articleView.html?idxno=240919,"<b>정부</b>가 오는 20일까지 현장을 떠난 전공의들이 돌아와야 한다고 알렸다. 보건복지부 전병왕 보건의료정책실장은 17일, 의사 집단행동 중앙재난안전대책본부 브리핑을 통해 전공의들의 현장 복귀를 독려했다. <b>정부</b>는... ","Fri, 17 May 2024 12:28:00 +0900"
"尹대통령, ‘국가유산청’ 출범식 참석…“‘글로벌 문화 중추국’ 될 것”",http://www.kukinews.com/newsView/kuk202405170066,http://www.kukinews.com/newsView/kuk202405170066,윤석열 대통령이 17일 대전 서구 <b>정부</b>대전청사에서 열린 국가유산청 출범식에서 출범 퍼포먼스를 하고 있다.... 윤 대통령은 이날 오전 <b>정부</b>대전청사에서 열린 국가유산청 출범식에 참석해 이같이 말했다. 국가유산청은... ,"Fri, 17 May 2024 12:28:00 +0900"
"尹대통령, 與 초선들에 &quot;소수 여당이지만 위축되지 말라&quot;",https://news.tvchosun.com/site/data/html_dir/2024/05/17/2024051790070.html,https://n.news.naver.com/mnews/article/448/0000458998?sid=100,윤 대통령은 어제 수도권과 대구·경북 초선 당선인 13명을 관저로 초청해 만찬을 함께 하면서 &quot;<b>정부</b>·여당은 <b>정부</b>·여당으로서의 권한이 있으니 소수라고 기죽지 말고 열심히 해달라&quot;고 참석자들이 전했다. 윤 대통령은... ,"Fri, 17 May 2024 12:27:00 +0900"
"<b>정부</b> &quot;의료 개혁 큰 산 넘어&quot;…의협, 오늘 입장 발표",https://news.sbs.co.kr/news/endPage.do?news_id=N1007650572&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001155856?sid=102,<b>정부</b>는 의료 개혁의 고비를 넘겼다면서 증원 절차를 신속히 마무리하겠다고 밝혔습니다. 하지만 의료계는... 국민과 <b>정부</b>는 의료개혁을 가로막던 큰 산 하나를 넘었습니다.] <b>정부</b>는 휴진을 거듭하고 있는 의대 교수와... ,"Fri, 17 May 2024 12:27:00 +0900"
"尹, '국가유산청' 출범식 참석…&quot;대한민국 '글로벌 문화 중추 국가' 만들 것&quot;",https://www.asiatoday.co.kr/view.php?key=20240517010008454,https://www.asiatoday.co.kr/view.php?key=20240517010008454,윤 대통령은 이날 오전 <b>정부</b>대전청사에서 열린 출범식 기념사를 통해 &quot;오늘은 '문화재'라는 오랜 이름이... 이날 행사는 지난 2월 '<b>정부</b>조직법' 개정으로 문화재청의 이름이 국가유산청으로 바뀌어 새롭게 출범한 것을... ,"Fri, 17 May 2024 12:26:00 +0900"
"박상우 국토장관 &quot;국민, 공감할 수 있는 주거복지 모델 구현 노력&quot;",http://www.sisafocus.co.kr/news/articleView.html?idxno=317781,http://www.sisafocus.co.kr/news/articleView.html?idxno=317781,특히 박 장관은 &quot;앞으로도 <b>정부</b>의 주거복지 정책 추진에 훌륭한 길잡이가 되어 주시길 바란다&quot;며 &quot;<b>정부</b>에서는 각계의 정책 제언을 적극 반영해 국민이 공감할 수 있는 주거복지 정책을 마련하기 위해 더욱 노력해 나갈 것... ,"Fri, 17 May 2024 12:26:00 +0900"
"&quot;이탈 전공의, 부득이한 사유 소명하라&quot;…수련기간 인정 가능성",https://www.yna.co.kr/view/AKR20240517073100530?input=1195m,https://n.news.naver.com/mnews/article/001/0014692531?sid=102,&quot;집단행동은 사유 아냐…휴가·휴직 필요성 소명하면 추가수련 제외 가능&quot; <b>정부</b>가 근무지를 이탈한 전공의들에게 '부득이한 사유'를 소명하라고 촉구하며 의료현장에서 이탈한 기간 일부를 수련 기간으로 인정해줄... ,"Fri, 17 May 2024 12:25:00 +0900"
"美, 中 태양광 겨냥한 관세 또 추진...IMF는 &quot;세계 경제 악영향&quot;",https://www.joongang.co.kr/article/25249970,https://n.news.naver.com/mnews/article/025/0003360971?sid=104,최근 '중국 때리기'를 강화하고 있는 조 바이든 미국 <b>정부</b>가 중국산 태양광 제품을 겨냥한 또 다른 관세... 미국 <b>정부</b>는 특정 물품의 수입으로 미 업계가 피해를 볼 경우 긴급수입규제를 할 수 있는 '통상법 201조'에 따라... ,"Fri, 17 May 2024 12:25:00 +0900"
"외교부, &quot;라인, 부당한 차별적 조치 안돼&quot;",http://www.tongilnews.com/news/articleView.html?idxno=210692,http://www.tongilnews.com/news/articleView.html?idxno=210692,일본 <b>정부</b>의 라인야후 행정지도에 대한 소극적 대처로 질책을 받던 <b>정부</b>가 외교부를 통해 구체적 행동에 나서 주목된다. 외교부는 17일 오전 보도자료를 통해 &quot;강인선 외교부 2차관은 5월 17일 오전 미바에 타이스케... ,"Fri, 17 May 2024 12:24:00 +0900"
이재명 대항마 '김경수 복권론' 솔솔~,https://www.idaegu.co.kr/news/articleView.html?idxno=461278,https://www.idaegu.co.kr/news/articleView.html?idxno=461278,"앞서 윤석열 <b>정부</b>는 지난해 한때 김 전 지사의 복권 여부를 심도 있게 검토했던 것으로 알려졌다. 당시엔... 문재인 <b>정부</b> 시절인 2018년 경남지사에 당선되며 유력한 차기 대선 주자 중 한 명으로 떠올랐지만, '드루킹 댓글... ","Fri, 17 May 2024 12:24:00 +0900"
"사법부 결정에 한숨 돌린 <b>정부</b>, 이탈 전공의 복귀 설득나서",http://www.bosa.co.kr/news/articleView.html?idxno=2222869,http://www.bosa.co.kr/news/articleView.html?idxno=2222869,"<b>정부</b>가 사법부 의대증원 집행정지 각하·기각에 거듭 환영 입장을 밝히는 한편, 이탈 전공의에 대한 조속한... 제7행<b>정부</b>가 각하와 기각 결정을 내렸다. 사법부의 현명한 판단에 깊이 감사드린다&quot;고 말했다. 이어 &quot;<b>정부</b>는... ","Fri, 17 May 2024 12:24:00 +0900"
"의료계, 의대증원 집행정지 재항고..소송대리인 &quot;승소 자신&quot;",http://www.bosa.co.kr/news/articleView.html?idxno=2222870,http://www.bosa.co.kr/news/articleView.html?idxno=2222870,"그러나 <b>정부</b>(피신청인)는 '공공복리에 중대한 영향을 미칠 우려'를 소명하지 못했다고 이 변호사는 지적했다. 이 변호사는 재항고장에 &quot;피신청인(<b>정부</b>)들이 주장하는 '공공복리'와 관련해, 피신청인들은 필수 및 지역의료... ","Fri, 17 May 2024 12:24:00 +0900"
"이재준 수원시장, “탄소중립 실천 기업, 국가 인증제 도입” 제안",http://www.m-economynews.com/news/article.html?no=43522,http://www.m-economynews.com/news/article.html?no=43522,이 시장은 16일 광명시 라까사호텔에서 열린 ‘기후위기대응·에너지정책 전환을 위한 지방<b>정부</b>협의회’... 2016년 12월 창립된 기후위기대응·에너지정책 전환을 위한 지방<b>정부</b>협의회는 지방자치단체 간 교류·협력으로... ,"Fri, 17 May 2024 12:24:00 +0900"
젊은층 전세 피해가 '덜렁거려서'?…국토부 장관 망언에 민주 &quot;사퇴 촉구&quot;,https://www.sedaily.com/NewsView/2D9824GC1F,https://n.news.naver.com/mnews/article/011/0004341891?sid=101,그는 &quot;전 <b>정부</b> 탓도 모자라서 이제는 피해자 탓을 하는 무책임한 윤석열 <b>정부</b>에게 책임을 물어야 한다&quot;며 &quot;국토부 장관의 해명으로 끝낼 게 아니라 대국민 사과와 사퇴 촉구까지 할 예정&quot;이라고 목소리를 높였다. 이어... ,"Fri, 17 May 2024 12:24:00 +0900"
"가평군, '접경지역 지정' 서명운동 25일 만에 목표치 50% 육박... 군민들의 높...",http://www.queen.co.kr/news/articleView.html?idxno=411815,http://www.queen.co.kr/news/articleView.html?idxno=411815,"오 부지사는 이 자리에서 &quot;<b>정부</b>는 접경지역 피해에 대한 보상으로 각종 지원을 하고 있는데, 가평군은... 접경지역 혜택의 한 예로 <b>정부</b>는 올해 4월 15일부터 수도권이더라도 인구감소 지역과 접경지역에 모두 해당하는... ","Fri, 17 May 2024 12:24:00 +0900"
"<b>정부</b>, '이탈 석달' 전공의에 &quot;불이익 최소화 위해 복귀해야&quot;(종합)",https://www.yna.co.kr/view/AKR20240517066451530?input=1195m,https://n.news.naver.com/mnews/article/001/0014692524?sid=102,"근무 중인 전공의 1주새 20명 늘어…&quot;용기 내 병원 돌아와달라&quot; <b>정부</b>, 의대교육 선진화 방안 조속 추진…&quot;의학교육 여건 개선 만전&quot; 의료 현장으로 복귀하는 전공의들이 소폭이나마 늘고 있는 가운데 <b>정부</b>가 조속한 복귀를... ","Fri, 17 May 2024 12:23:00 +0900"
박상우 국토부 장관 &quot;국민 공감할 수 있는 주거복지 정책 만들 것&quot;,https://www.ajunews.com/view/20240517121711197,https://www.ajunews.com/view/20240517121711197,"학계와 협회는 <b>정부</b> 측에 주거복지 전문인력 양성 등 대국민 주거복지 서비스 전달체계 강화, 고령자 특화 주거공간 확충 등 생애주기별 지원 등 다양한 정책을 제안했다. 박상우 장관은 “앞으로도 <b>정부</b>의 주거복지... ","Fri, 17 May 2024 12:22:00 +0900"
"셀트리온 '램시마SC', 브라질 시장 확장 전망",https://www.cstimes.com/news/articleView.html?idxno=592766,https://www.cstimes.com/news/articleView.html?idxno=592766,셀트리온은 최근 브라질 보건부 산하 기술위원회(CONITEC)에서 연방<b>정부</b> 공공의료 시스템에 '인플릭시맙 성분... 이번 결정은 브라질 <b>정부</b>에서 보건 의료의 질 향상 및 환자의 치료 접근성 강화를 위해 인플릭시맙 SC제형... ,"Fri, 17 May 2024 12:22:00 +0900"
수도권 아파트값 상승 지역 늘었다…전셋값이 매맷값 자극,https://www.news1.kr/articles/5418573,https://n.news.naver.com/mnews/article/421/0007545379?sid=101,"<b>정부</b>가 지난 14일 '부동산 PF의 질서 있는 연착륙을 위한 향후 정책 방향'을 발표하며 PF(프로젝트파이낸싱) 사업지에 대한 평가를 기존 3단계(양호, 보통, 악화 우려)에서 4단계(양호, 보통, 유의, 부실 우려)로 나누고... ","Fri, 17 May 2024 12:22:00 +0900"
'긴급돌봄 지원사업' 대상자 확대…본인부담금으로 누구나,http://www.bosa.co.kr/news/articleView.html?idxno=2222845,http://www.bosa.co.kr/news/articleView.html?idxno=2222845,"<b>정부</b>는 지난 12월, '제1차 사회서비스 기본계획(2024-2028)'을 수립하고 국민 누구나 필요로 하는 서비스를... 차질 없는 이행으로 국민의 작은 어려움까지 세심하게 살피는 따뜻한 <b>정부</b>가 되도록 최선을 다하겠다&quot;고 밝혔다.","Fri, 17 May 2024 12:22:00 +0900"
<b>정부</b> &quot;현장 복귀 전공의 소수 있어… 입시 절차 조속히 마무리&quot;,https://view.asiae.co.kr/article/2024051712225265325,https://n.news.naver.com/mnews/article/277/0005419673?sid=102,<b>정부</b>가 현장으로 복귀한 전공의가 최근 20여명 늘었다며 아직 돌아오지 않은 전공의들의 복귀를 촉구했다.... 전 통제관은 &quot;앞으로 <b>정부</b>는 입시를 준비하는 학생과 학부모님들에게 더 이상의 혼란이 없도록 2025학년도... ,"Fri, 17 May 2024 12:22:00 +0900"
의료기기 불법직구 850→7000건 급증…관리 강화,http://www.bosa.co.kr/news/articleView.html?idxno=2222867,http://www.bosa.co.kr/news/articleView.html?idxno=2222867,늘어나는 해외직구에 대한 <b>정부</b> 관리강화에 의료기기와 의약품이 포함됐다. 한덕수 국무총리(왼쪽 두번째)... 지난 16일 <b>정부</b>가 한덕수 국무총리 주재로 인천공항 세관에서 개최한 국정현안관계장관회의에서는 '해외직구... ,"Fri, 17 May 2024 12:22:00 +0900"
"산단공, 국토정보공사-공간정보산업진흥원과 ‘공장 인허가 사전진단 서비스’...",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202405171213216830320,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202405171213216830320,공장 인허가 사전진단 서비스는 디지털플랫폼<b>정부</b> 실현 계획 중 하나로 지난달 30일 산업통상자원부와 국토교통부의 통합 착수 보고회를 통해 본격 시작된 사업이다. 해당 서비스 개발을 위한 실무차원의 이번 협약에... ,"Fri, 17 May 2024 12:22:00 +0900"
[위클리오늘] 김정숙 단골 의상실 디자이너 딸 '출국정지',http://www.weeklytoday.com/news/articleView.html?idxno=626540,http://www.weeklytoday.com/news/articleView.html?idxno=626540,서씨는 항공사 실무 경험이 없는데도 문재인 <b>정부</b> 초기인 2018년 7월 이상직 전 의원이 이스타항공 자금으로 설립한 태국 저비용 항공사인 타이이스타젯 전무이사로 취업했다. 검찰은 &quot;수사 중인 사안&quot;이라면서 구체적... ,"Fri, 17 May 2024 12:22:00 +0900"
대법원 &quot;개인정보유출 배상받으려면 피해자가 증명해야&quot;,https://www.hankyung.com/article/2024051752137,https://n.news.naver.com/mnews/article/015/0004985782?sid=102,이번 소송은 홈플러스가 개인정보의 제3자 제공에 동의하지 않은 소비자들의 개인정보를 보험사에 넘겼다는 사실이 2015년 개인정보 범죄 <b>정부</b>합동수사단의 수사로 밝혀지면서 시작됐다. 재판의 쟁점은 홈플러스에서... ,"Fri, 17 May 2024 12:21:00 +0900"
"한국에 더 집중하는 넷플릭스, 콘텐츠 일타강사로 나선다",https://www.econovill.com/news/articleView.html?idxno=655080,https://www.econovill.com/news/articleView.html?idxno=655080,"올 하반기 한국콘텐츠진흥원과 OTT 방송영상콘텐츠 전문인력 양성 교육을 진행하며, 부산국제영화제에서 영화진흥위원회 및 한국영화아카데미와 워크숍을 진행하는 등 <b>정부</b> 기관 및 파트너사들과 다양한 현장을... ","Fri, 17 May 2024 12:20:00 +0900"
[조맹기의 언론 톺아보기] 서울고법 ‘2000명 증원’ 합법… ‘現 의대 재학생...,https://www.skyedaily.com/news/news_view.html?ID=232180,https://www.skyedaily.com/news/news_view.html?ID=232180,"스카이데일리 = 3월 <b>정부</b> 지출 85조 ‘역대 최대’… 韓銀서 빌린 돈만 35조 ▲ 조맹기 서강대 언론대학원... 동아일보 사설(5.15), 〈[사설] 3월 <b>정부</b> 지출 85조로 역대 최대… 韓銀서 빌린 급전만 35조〉, 경험적 탐사로서... ","Fri, 17 May 2024 12:20:00 +0900"
"의료계 대법원 재항고…&quot;90% 승소, 10% 채울 비책 있다&quot;",https://www.medipana.com/article/view.php?news_idx=326548&sch_cate=A,https://www.medipana.com/article/view.php?news_idx=326548&sch_cate=A,먼저 <b>정부</b>가 공공복리에 중대한 영향을 미칠 우려를 소명하지 못했다는 점을 들었다. 행정소송법상... 지난 1999년 대법원 결정에 따르면 '공공복리에 중대한 영향을 미칠 우려'는 <b>정부</b>가 주장·소명해야 한다는 설명이다.... ,"Fri, 17 May 2024 12:18:00 +0900"
"[위클리오늘] 이강덕 시장, 유럽 방문…포항 미래 핵심 신산업 연계 발전 방안...",http://www.weeklytoday.com/news/articleView.html?idxno=626556,http://www.weeklytoday.com/news/articleView.html?idxno=626556,방문단은 <b>정부</b>와 민간주도로 전기차 보급률 세계 1위(23년 기준 83%)로 정책 지원에 힘쓰고 있는 노르웨이도 방문한다. 시는 노르웨이 전기차협회 방문해 현재 국내외 전기차 수요 둔화에 대한 대응과 향후 유럽권 국가의... ,"Fri, 17 May 2024 12:18:00 +0900"
"[스팀 할인] '스텔라리스' 70%, '크킹3' 60%... '타임머신' 게임들 헐값에",https://www.gameple.co.kr/news/articleView.html?idxno=209511,https://www.gameple.co.kr/news/articleView.html?idxno=209511,"왕조를 만들고 발전시키는 것이 주요 목표이며 과정에서 봉건제, 부족제, 씨족제 등 다양한 <b>정부</b> 형태를 구성할 수 있다. 정치, 외교, 문화, 종교 등 왕국과 사회 전반에 영향을 주고받는 정치적 요소가 부각된 게임이다.... ","Fri, 17 May 2024 12:18:00 +0900"
尹 &quot;국가유산 널리 알려 글로벌 문화 중추 국가로&quot;,https://www.ytn.co.kr/_ln/0101_202405171218478987,https://n.news.naver.com/mnews/article/052/0002036589?sid=100,윤 대통령은 오늘(17일) 오전 <b>정부</b>대전청사에서 열린 국가유산청 출범식에 참석해 문화재라는 오랜 이름이 국가유산으로 바뀌는 역사적인 날이라며 이같이 말했습니다. 윤 대통령은 그동안 문화재 관리가 유산을 보존하는... ,"Fri, 17 May 2024 12:18:00 +0900"
"尹 대통령 “문화재, ‘미래 지향형 국가유산’으로 발굴·보존·계승”",https://biz.chosun.com/policy/politics/2024/05/17/YTWUMGWZ3VEPVPJRF72ONG26WA/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000993196?sid=100,"문화재청, 국가유산청으로 새롭게 출범 윤석열 대통령은 17일 오전 <b>정부</b>대전청사에서 열린 국가유산청... <b>정부</b>에서는 유인촌 문화체육관광부 장관, 이배용 국가교육위원회 위원장 등이 자리했다. 일제강점기와 한국전쟁 중... ","Fri, 17 May 2024 12:17:00 +0900"
